timestampLON,Donald Trump,Joe Biden,probTrump,probBiden,Total
2020/8/23 0:00,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 0:05,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 0:10,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 0:15,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 0:20,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 0:25,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 0:30,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 0:35,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 0:40,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 0:45,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 0:50,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 0:55,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 1:00,2.35,1.82,0.425531915,0.549450549,0.974982464
2020/8/23 1:05,2.35,1.82,0.425531915,0.549450549,0.974982464
2020/8/23 1:10,2.35,1.82,0.425531915,0.549450549,0.974982464
2020/8/23 1:15,2.35,1.82,0.425531915,0.549450549,0.974982464
2020/8/23 1:20,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 1:25,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 1:30,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 1:35,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 1:40,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 1:45,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 1:50,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 1:55,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 2:00,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 2:05,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 2:10,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 2:15,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 2:20,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 2:25,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 2:30,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 2:35,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 2:40,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 2:45,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 2:50,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 2:55,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 3:00,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 3:05,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 3:10,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 3:15,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 3:20,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 3:25,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 3:30,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 3:35,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 3:40,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 3:45,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 3:50,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 3:55,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 4:00,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 4:05,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 4:10,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 4:15,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 4:20,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 4:25,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 4:30,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 4:35,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 4:40,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 4:45,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 4:50,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 4:55,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 5:00,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 5:05,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 5:10,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 5:15,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 5:20,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 5:25,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 5:30,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 5:35,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 5:40,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 5:45,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 5:50,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 5:55,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 6:00,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 6:05,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 6:10,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 6:15,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 6:20,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 6:25,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 6:30,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 6:35,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 6:40,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 6:45,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 6:50,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 6:55,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 7:00,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 7:05,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 7:10,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 7:15,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 7:20,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 7:25,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 7:30,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 7:35,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 7:40,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 7:45,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 7:50,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 7:55,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 8:00,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/23 8:05,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/23 8:10,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/23 8:15,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/23 8:20,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/23 8:25,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/23 8:30,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/23 8:35,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/23 8:40,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/23 8:45,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/23 8:50,2.33,1.81,0.429184549,0.552486188,0.981670737
2020/8/23 8:55,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 9:00,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 9:05,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 9:10,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 9:15,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 9:20,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 9:25,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 9:30,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 9:35,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 9:40,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 9:45,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 9:50,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 9:55,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 10:00,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 10:05,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 10:10,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 10:15,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 10:20,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 10:25,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 10:30,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 10:35,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 10:40,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 10:45,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 10:50,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 10:55,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 11:00,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 11:05,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 11:10,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 11:15,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 11:20,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 11:25,2.35,1.82,0.425531915,0.549450549,0.974982464
2020/8/23 11:30,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 11:35,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 11:40,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 11:45,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 11:50,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 11:55,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 12:00,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 12:05,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 12:10,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 12:15,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 12:20,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 12:25,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 12:30,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 12:35,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 12:40,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 12:45,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 12:50,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 12:55,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 13:00,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 13:05,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 13:10,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 13:15,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 13:20,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 13:25,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 13:30,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 13:35,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 13:40,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 13:45,2.35,1.81,0.425531915,0.552486188,0.978018103
2020/8/23 13:50,2.37,1.8,0.421940928,0.555555556,0.977496484
2020/8/23 13:55,2.37,1.8,0.421940928,0.555555556,0.977496484
2020/8/23 14:00,2.37,1.8,0.421940928,0.555555556,0.977496484
2020/8/23 14:05,2.37,1.8,0.421940928,0.555555556,0.977496484
2020/8/23 14:10,2.37,1.8,0.421940928,0.555555556,0.977496484
