timestampLON,Prob,Sum,Offset,Kamala Harris,Donald Trump,Kamala Harris Prob,Donald Trump Prob
2024/8/23 0:00,0.970896665,1.114754085,0.14385742,2.07,2.05,0.483091787,0.487804878
2024/8/23 0:05,0.970896665,1.114754085,0.14385742,2.07,2.05,0.483091787,0.487804878
2024/8/23 0:10,0.970896665,1.114754085,0.14385742,2.07,2.05,0.483091787,0.487804878
2024/8/23 0:15,0.970896665,1.114754085,0.14385742,2.07,2.05,0.483091787,0.487804878
2024/8/23 0:20,0.970896665,1.114754085,0.14385742,2.07,2.05,0.483091787,0.487804878
2024/8/23 0:25,0.970896665,1.114754085,0.14385742,2.07,2.05,0.483091787,0.487804878
2024/8/23 0:30,0.966183575,1.10993854,0.143754965,2.07,2.07,0.483091787,0.483091787
2024/8/23 0:35,0.970896665,1.114954776,0.144058111,2.07,2.05,0.483091787,0.487804878
2024/8/23 0:40,0.970896665,1.114954776,0.144058111,2.07,2.05,0.483091787,0.487804878
2024/8/23 0:45,0.970896665,1.114954776,0.144058111,2.07,2.05,0.483091787,0.487804878
2024/8/23 0:50,0.970896665,1.114954776,0.144058111,2.07,2.05,0.483091787,0.487804878
2024/8/23 0:55,0.970896665,1.114954776,0.144058111,2.07,2.05,0.483091787,0.487804878
2024/8/23 1:00,0.973241771,1.117299882,0.144058111,2.06,2.05,0.485436893,0.487804878
2024/8/23 1:05,0.973241771,1.117299882,0.144058111,2.06,2.05,0.485436893,0.487804878
2024/8/23 1:10,0.973241771,1.117299882,0.144058111,2.06,2.05,0.485436893,0.487804878
2024/8/23 1:15,0.973241771,1.117299882,0.144058111,2.06,2.05,0.485436893,0.487804878
2024/8/23 1:20,0.973241771,1.117235341,0.14399357,2.06,2.05,0.485436893,0.487804878
2024/8/23 1:25,0.973241771,1.117346483,0.144104712,2.06,2.05,0.485436893,0.487804878
2024/8/23 1:30,0.973241771,1.117346483,0.144104712,2.06,2.05,0.485436893,0.487804878
2024/8/23 1:35,0.973241771,1.117346483,0.144104712,2.06,2.05,0.485436893,0.487804878
2024/8/23 1:40,0.973241771,1.117346483,0.144104712,2.06,2.05,0.485436893,0.487804878
2024/8/23 1:45,0.973241771,1.117352295,0.144110524,2.06,2.05,0.485436893,0.487804878
2024/8/23 1:50,0.973241771,1.117352295,0.144110524,2.05,2.06,0.487804878,0.485436893
2024/8/23 1:55,0.970896665,1.115007189,0.144110524,2.05,2.07,0.487804878,0.483091787
2024/8/23 2:00,0.975609756,1.11972028,0.144110524,2.05,2.05,0.487804878,0.487804878
2024/8/23 2:05,0.975609756,1.11972028,0.144110524,2.05,2.05,0.487804878,0.487804878
2024/8/23 2:10,0.975609756,1.11972028,0.144110524,2.05,2.05,0.487804878,0.487804878
2024/8/23 2:15,0.975609756,1.11972028,0.144110524,2.05,2.05,0.487804878,0.487804878
2024/8/23 2:20,0.970896665,1.115007189,0.144110524,2.05,2.07,0.487804878,0.483091787
2024/8/23 2:25,0.970896665,1.11507892,0.144182255,2.05,2.07,0.487804878,0.483091787
2024/8/23 2:30,0.975609756,1.11979201,0.144182254,2.05,2.05,0.487804878,0.487804878
2024/8/23 2:35,0.975609756,1.119735513,0.144125757,2.05,2.05,0.487804878,0.487804878
2024/8/23 2:40,0.975609756,1.119735513,0.144125757,2.05,2.05,0.487804878,0.487804878
2024/8/23 2:45,0.975609756,1.119735513,0.144125757,2.05,2.05,0.487804878,0.487804878
2024/8/23 2:50,0.975609756,1.119735513,0.144125757,2.05,2.05,0.487804878,0.487804878
2024/8/23 2:55,0.980415715,1.124585371,0.144169656,2.03,2.05,0.492610837,0.487804878
2024/8/23 3:00,0.975702625,1.119866468,0.144163843,2.03,2.07,0.492610837,0.483091787
2024/8/23 3:05,0.975702625,1.119866468,0.144163843,2.03,2.07,0.492610837,0.483091787
2024/8/23 3:10,0.975702625,1.119866468,0.144163843,2.03,2.07,0.492610837,0.483091787
2024/8/23 3:15,0.975702625,1.119866468,0.144163843,2.03,2.07,0.492610837,0.483091787
2024/8/23 3:20,0.978047731,1.122211573,0.144163842,2.03,2.06,0.492610837,0.485436893
2024/8/23 3:25,0.978047731,1.122200134,0.144152403,2.03,2.06,0.492610837,0.485436893
2024/8/23 3:30,0.978047731,1.122200134,0.144152403,2.03,2.06,0.492610837,0.485436893
2024/8/23 3:35,0.978047731,1.122200134,0.144152403,2.03,2.06,0.492610837,0.485436893
2024/8/23 3:40,0.978047731,1.122200134,0.144152403,2.03,2.06,0.492610837,0.485436893
2024/8/23 3:45,0.978047731,1.122200134,0.144152403,2.03,2.06,0.492610837,0.485436893
2024/8/23 3:50,0.980415715,1.124659688,0.144243973,2.03,2.05,0.492610837,0.487804878
2024/8/23 3:55,0.970896665,1.115140638,0.144243973,2.05,2.07,0.487804878,0.483091787
2024/8/23 4:00,0.970896665,1.115140638,0.144243973,2.05,2.07,0.487804878,0.483091787
2024/8/23 4:05,0.970896665,1.115140638,0.144243973,2.05,2.07,0.487804878,0.483091787
2024/8/23 4:10,0.970896665,1.115140638,0.144243973,2.05,2.07,0.487804878,0.483091787
2024/8/23 4:15,0.970896665,1.115140638,0.144243973,2.05,2.07,0.487804878,0.483091787
2024/8/23 4:20,0.970896665,1.115140638,0.144243973,2.05,2.07,0.487804878,0.483091787
2024/8/23 4:25,0.970896665,1.115140638,0.144243973,2.05,2.07,0.487804878,0.483091787
2024/8/23 4:30,0.970896665,1.115140638,0.144243973,2.05,2.07,0.487804878,0.483091787
2024/8/23 4:35,0.970896665,1.115140638,0.144243973,2.05,2.07,0.487804878,0.483091787
2024/8/23 4:40,0.968574109,1.112818081,0.144243972,2.05,2.08,0.487804878,0.480769231
2024/8/23 4:45,0.970896665,1.115140638,0.144243973,2.05,2.07,0.487804878,0.483091787
2024/8/23 4:50,0.970896665,1.115185866,0.144289201,2.05,2.07,0.487804878,0.483091787
2024/8/23 4:55,0.970896665,1.115185866,0.144289201,2.05,2.07,0.487804878,0.483091787
2024/8/23 5:00,0.970896665,1.11520924,0.144312575,2.05,2.07,0.487804878,0.483091787
2024/8/23 5:05,0.970896665,1.115244311,0.144347646,2.05,2.07,0.487804878,0.483091787
2024/8/23 5:10,0.970896665,1.114812415,0.14391575,2.05,2.07,0.487804878,0.483091787
2024/8/23 5:15,0.975702625,1.119474074,0.143771449,2.03,2.07,0.492610837,0.483091787
2024/8/23 5:20,0.975702625,1.119468445,0.14376582,2.03,2.07,0.492610837,0.483091787
2024/8/23 5:25,0.975702625,1.119468445,0.14376582,2.03,2.07,0.492610837,0.483091787
2024/8/23 5:30,0.975702625,1.119468445,0.14376582,2.03,2.07,0.492610837,0.483091787
2024/8/23 5:35,0.975702625,1.119424547,0.143721922,2.03,2.07,0.492610837,0.483091787
2024/8/23 5:40,0.975702625,1.119418978,0.143716353,2.03,2.07,0.492610837,0.483091787
2024/8/23 5:45,0.980604225,1.124320578,0.143716353,2.01,2.07,0.497512438,0.483091787
2024/8/23 5:50,0.975702625,1.119360532,0.143657907,2.03,2.07,0.492610837,0.483091787
2024/8/23 5:55,0.980604225,1.124389459,0.143785234,2.01,2.07,0.497512438,0.483091787
2024/8/23 6:00,0.975702625,1.119487859,0.143785234,2.03,2.07,0.492610837,0.483091787
2024/8/23 6:05,0.975702625,1.119487859,0.143785234,2.03,2.07,0.492610837,0.483091787
2024/8/23 6:10,0.975702625,1.119487859,0.143785234,2.03,2.07,0.492610837,0.483091787
2024/8/23 6:15,0.975702625,1.119153384,0.143450759,2.03,2.07,0.492610837,0.483091787
2024/8/23 6:20,0.975702625,1.119153384,0.143450759,2.03,2.07,0.492610837,0.483091787
2024/8/23 6:25,0.975702625,1.119153384,0.143450759,2.03,2.07,0.492610837,0.483091787
2024/8/23 6:30,0.975702625,1.119109486,0.143406861,2.03,2.07,0.492610837,0.483091787
2024/8/23 6:35,0.975702625,1.119109486,0.143406861,2.03,2.07,0.492610837,0.483091787
2024/8/23 6:40,0.975702625,1.119109486,0.143406861,2.03,2.07,0.492610837,0.483091787
2024/8/23 6:45,0.978141292,1.121548153,0.143406861,2.02,2.07,0.495049505,0.483091787
2024/8/23 6:50,0.978141292,1.121548153,0.143406861,2.02,2.07,0.495049505,0.483091787
2024/8/23 6:55,0.980604225,1.124046869,0.143442644,2.01,2.07,0.497512438,0.483091787
2024/8/23 7:00,0.975981337,1.119188196,0.143206859,2.01,2.09,0.497512438,0.4784689
2024/8/23 7:05,0.975981337,1.119188196,0.143206859,2.01,2.09,0.497512438,0.4784689
2024/8/23 7:10,0.975981337,1.119188196,0.143206859,2.01,2.09,0.497512438,0.4784689
2024/8/23 7:15,0.975981337,1.119252026,0.143270689,2.01,2.09,0.497512438,0.4784689
2024/8/23 7:20,0.9784689,1.12169569,0.14322679,2,2.09,0.5,0.4784689
2024/8/23 7:25,0.9784689,1.12169569,0.14322679,2,2.09,0.5,0.4784689
2024/8/23 7:30,0.980604225,1.123517102,0.142912877,2.01,2.07,0.497512438,0.483091787
2024/8/23 7:35,0.975981337,1.118250292,0.142268955,2.01,2.09,0.497512438,0.4784689
2024/8/23 7:40,0.975981337,1.118352857,0.14237152,2.01,2.09,0.497512438,0.4784689
2024/8/23 7:45,0.971079737,1.112607479,0.141527742,2.03,2.09,0.492610837,0.4784689
2024/8/23 7:50,0.975702625,1.117219169,0.141516544,2.03,2.07,0.492610837,0.483091787
2024/8/23 7:55,0.975702625,1.117219169,0.141516544,2.03,2.07,0.492610837,0.483091787
2024/8/23 8:00,0.980604225,1.12259413,0.141989905,2.01,2.07,0.497512438,0.483091787
2024/8/23 8:05,0.980604225,1.12259413,0.141989905,2.01,2.07,0.497512438,0.483091787
2024/8/23 8:10,0.980604225,1.12259413,0.141989905,2.01,2.07,0.497512438,0.483091787
2024/8/23 8:15,0.980604225,1.12259413,0.141989905,2.01,2.07,0.497512438,0.483091787
2024/8/23 8:20,0.975981337,1.11815933,0.142177993,2.01,2.09,0.497512438,0.4784689
2024/8/23 8:25,0.975981337,1.118140659,0.142159322,2.01,2.09,0.497512438,0.4784689
2024/8/23 8:30,0.975981337,1.118165207,0.14218387,2.01,2.09,0.497512438,0.4784689
2024/8/23 8:35,0.971079737,1.113263607,0.14218387,2.03,2.09,0.492610837,0.4784689
2024/8/23 8:40,0.971079737,1.113078658,0.141998921,2.03,2.09,0.492610837,0.4784689
2024/8/23 8:45,0.971079737,1.113145998,0.142066261,2.03,2.09,0.492610837,0.4784689
2024/8/23 8:50,0.971079737,1.113111822,0.142032085,2.03,2.09,0.492610837,0.4784689
2024/8/23 8:55,0.971079737,1.113111822,0.142032085,2.03,2.09,0.492610837,0.4784689
2024/8/23 9:00,0.975702625,1.117267047,0.141564422,2.03,2.07,0.492610837,0.483091787
2024/8/23 9:05,0.975702625,1.117267047,0.141564422,2.03,2.07,0.492610837,0.483091787
2024/8/23 9:10,0.975702625,1.117377789,0.141675164,2.03,2.07,0.492610837,0.483091787
2024/8/23 9:15,0.975702625,1.117110789,0.141408164,2.03,2.07,0.492610837,0.483091787
2024/8/23 9:20,0.975702625,1.117741595,0.14203897,2.03,2.07,0.492610837,0.483091787
2024/8/23 9:25,0.975702625,1.117089728,0.141387103,2.03,2.07,0.492610837,0.483091787
2024/8/23 9:30,0.975702625,1.117698143,0.141995518,2.03,2.07,0.492610837,0.483091787
2024/8/23 9:35,0.975702625,1.1177639,0.142061275,2.03,2.07,0.492610837,0.483091787
2024/8/23 9:40,0.975702625,1.1177639,0.142061275,2.03,2.07,0.492610837,0.483091787
2024/8/23 9:45,0.975702625,1.1177639,0.142061275,2.03,2.07,0.492610837,0.483091787
2024/8/23 9:50,0.975702625,1.1177639,0.142061275,2.03,2.07,0.492610837,0.483091787
2024/8/23 9:55,0.975702625,1.1177639,0.142061275,2.03,2.07,0.492610837,0.483091787
2024/8/23 10:00,0.975702625,1.117877442,0.142174817,2.03,2.07,0.492610837,0.483091787
2024/8/23 10:05,0.975702625,1.117877442,0.142174817,2.03,2.07,0.492610837,0.483091787
2024/8/23 10:10,0.975702625,1.117877442,0.142174817,2.03,2.07,0.492610837,0.483091787
2024/8/23 10:15,0.975702625,1.118031153,0.142328528,2.03,2.07,0.492610837,0.483091787
2024/8/23 10:20,0.975702625,1.118031153,0.142328528,2.03,2.07,0.492610837,0.483091787
2024/8/23 10:25,0.975702625,1.117355478,0.141652853,2.03,2.07,0.492610837,0.483091787
2024/8/23 10:30,0.975702625,1.11740527,0.141702645,2.03,2.07,0.492610837,0.483091787
